,University ID,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,Region,Share of Female,Enrollment of UnderGrad,Mean Earning After 6 yrs of Grad (0-30k),Mean Earning After 6 yrs of Grad(30-75k),Mean Earning After 6 yrs of Grad(75k +),Mean Earning After 10 yrs of Grad (0-30k),Mean Earning After 10 yrs of Grad(30-75k),Mean Earning After 10 yrs of Grad(75k +)
1409,160621,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.636760125,5137.0,29500,31400,35200,37500,41700,43200
1412,160658,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.61641286,14753.0,34400,37400,40600,43900,44200,53200
1414,160755,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.604547976,7871.0,48800,48800,47900,97400,80000,77500
1415,160904,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.747851003,2266.0,46200,45400,49500,64200,65700,63300
1417,160940,0.0,0.0,Degree in Computer Science,0.0,1,0.796749238,508.0,22500,35500,50700,29700,44400,58700
1423,161077,0.0,0.0,0.0,0.0,1,0.550233645,2272.0,26300,32100,32700,31700,38200,38300
1425,161138,0.0,0.0,0.0,0.0,1,0.492455418,1870.0,28400,32300,40000,33800,36200,41000
1426,161192,0.0,0.0,0.0,0.0,1,0.632183908,1599.0,27600,34600,35200,30500,34000,35700
1428,161217,0.0,0.0,Degree in Computer Science,0.0,1,0.726321298,3244.0,22700,30000,30500,27000,34500,34700
1429,161226,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.676258993,1741.0,23100,29200,29100,34900,37500,39200
1430,161235,0.0,0.0,Degree in Computer Science,0.0,1,0.74340949,1036.0,29900,37700,42400,35400,39400,38400
1432,161253,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.482962963,8836.0,32300,36900,39900,44800,46400,52100
1433,161299,Degree in Engineering,0.0,0.0,0.0,1,0.175054705,1018.0,74600,79900,86300,99900,108600,108800
1434,161341,0.0,Degree in Math,0.0,0.0,1,0.63877551,800.0,25200,28300,31300,31300,36100,40400
1435,161457,0.0,Degree in Math,0.0,0.0,1,0.7390681,2360.0,39900,39500,42600,54700,48000,51600
1436,161484,0.0,0.0,0.0,0.0,1,0.473568282,608.0,22700,30600,36600,28100,38200,40500
1439,161518,0.0,Degree in Math,0.0,0.0,1,0.639004149,1494.0,38000,39900,44800,39200,49200,48200
1440,161527,0.0,0.0,0.0,0.0,1,0.911680912,183.0,19400,27600,28100,24500,32100,28600
1441,161545,0.0,0.0,0.0,0.0,1,0.549789166,4961.0,26900,31400,33200,32400,38800,40600
1442,161554,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.607814761,5248.0,34400,36900,35600,44000,44700,44400
1443,161563,0.0,0.0,Degree in Computer Science,0.0,1,0.501712329,825.0,27200,31200,36000,40700,41500,48300
1444,161572,0.0,0.0,0.0,0.0,1,0.50862069,700.0,26100,26600,29600,31100,36300,41000
1447,161688,0.0,0.0,0.0,0.0,2,0.617206983,1990.0,25500,29100,34200,29100,35200,39200
1448,161767,0.0,0.0,0.0,0.0,2,0.608633911,11294.0,30300,36700,39700,37900,44700,47100
1453,161873,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.610481586,2856.0,41200,48500,47800,60900,66900,63500
1454,162007,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.636363636,5107.0,32300,35000,35300,48400,49900,47600
1456,162104,0.0,0.0,0.0,0.0,2,0.627118644,2112.0,26900,30900,34600,33800,39800,38800
1457,162122,0.0,0.0,0.0,0.0,2,0.637669593,6699.0,27000,34300,39900,35800,43500,48700
1459,162210,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.720930233,750.0,50300,41100,47300,40900,47300,51400
1460,162283,0.0,Degree in Math,Degree in Computer Science,Degree in Science and Tech,2,0.774945375,2459.0,29600,33100,34700,38200,44200,48900
1463,162557,0.0,0.0,0.0,0.0,2,0.590492554,4830.0,27000,35300,35100,36700,45700,48800
1464,162584,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.527020992,4486.0,32000,31100,36400,42900,47200,49200
1466,162654,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.682692308,1526.0,32400,28800,33200,69000,52800,53000
1467,162681,0.0,0.0,Degree in Computer Science,0.0,2,0.796749238,470.0,22500,35500,50700,29700,44400,58700
1468,162690,0.0,0.0,0.0,0.0,2,0.608353808,3181.0,26800,31000,34800,33200,40200,42000
1469,162706,0.0,0.0,0.0,0.0,2,0.605020492,5018.0,27900,31600,36900,33800,39800,40000
1470,162760,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.635897436,1108.0,33400,36200,39900,43000,45400,54300
1471,162779,0.0,0.0,0.0,0.0,2,0.62170088,8943.0,31700,36400,37100,42200,45400,47200
1473,162928,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.517218543,5663.0,68600,65400,68900,106100,81000,82600
1474,163028,0.0,0.0,0.0,0.0,2,0.07674685,569.0,28200,35100,34300,37400,45400,45500
1475,163046,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.602739726,3903.0,45900,48500,53800,81000,69800,80100
1476,163204,0.0,0.0,Degree in Computer Science,0.0,2,0.54435891,42289.0,37900,48200,64200,47200,56800,71500
1477,163259,0.0,0.0,0.0,0.0,2,0.858796296,918.0,84300,74200,72200,128000,96800,82600
1478,163268,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.493952721,11130.0,43500,42800,42600,57500,60300,60500
1479,163286,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.508934661,29273.0,45900,51100,51300,68200,68400,73000
1480,163295,0.0,0.0,0.0,0.0,2,0.722222222,1743.0,31300,27600,30800,43700,38800,41500
1481,163338,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.588596982,2799.0,29300,28700,29300,36400,42200,43300
1482,163347,0.0,0.0,0.0,0.0,2,0.727459016,412.0,24800,32600,33300,26700,32200,29800
1484,163426,0.0,0.0,0.0,0.0,2,0.560694391,18915.0,32600,35100,37300,45800,45800,47800
1485,163453,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.586463501,6426.0,28800,30800,31500,39900,42600,46000
1486,163462,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.548994975,1785.0,35700,41600,43200,53100,53900,58400
1489,163578,0.0,Degree in Math,0.0,0.0,2,0.938215103,808.0,33000,47200,55100,41200,57700,63500
1490,163657,0.0,0.0,0.0,0.0,2,0.62776729,10743.0,31900,35500,37400,42800,44400,46100
1491,163736,0.0,0.0,0.0,0.0,2,0.76713948,452.0,20500,30300,29700,27600,38100,39100
1494,163851,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.59568299,7552.0,37200,40400,40700,48400,51200,57100
1497,164058,0.0,0.0,0.0,0.0,2,0.599131693,529.0,26400,36400,36100,33300,38200,39200
1498,164076,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.626969739,19367.0,39400,42400,42800,52900,55700,55800
1501,164173,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.66090584,3375.0,39800,41900,46400,50300,52100,57400
1503,164270,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.516901409,1562.0,36700,33100,37800,62200,52400,52700
1504,164313,0.0,0.0,0.0,0.0,2,0.631510417,2652.0,24000,30300,30800,27900,36800,42300
1507,164447,0.0,0.0,0.0,0.0,1,0.594152047,1336.0,39900,41900,43100,45200,50900,52900
1510,164492,0.0,0.0,0.0,0.0,1,0.630265211,1118.0,37000,35200,40100,38900,50500,50100
1512,164562,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.597,2058.0,38800,46300,48500,60400,59400,62000
1513,164580,0.0,0.0,0.0,0.0,1,0.482213439,2342.0,71000,80400,77300,106500,124300,109600
1517,164641,0.0,0.0,Degree in Computer Science,0.0,1,0.710691824,710.0,27300,31900,34400,30700,35400,38900
1519,164720,0.0,0.0,Degree in Computer Science,0.0,1,0.588785047,1800.0,33400,38900,40300,45600,50600,50600
1520,164739,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.399513776,4203.0,60100,64600,69300,83200,93900,98600
1521,164748,0.0,0.0,0.0,0.0,1,0.360867321,6197.0,24600,27500,25300,34000,34800,41400
1522,164775,0.0,0.0,0.0,0.0,1,0.587104072,1585.0,27200,30700,32300,32100,38200,37200
1523,164845,0.0,0.0,0.0,0.0,1,0.940244455,160.0,15400,18800,19400,17600,21200,22300
1524,164872,0.0,0.0,0.0,0.0,1,0.428571429,318.0,36500,43500,40900,55700,46900,50300
1526,164924,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.518944844,9636.0,63100,63100,66300,94900,96400,89400
1527,164988,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.654662533,16716.0,57100,50400,52500,83300,74000,74500
1528,165015,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.602708804,3624.0,48600,39600,49300,68700,68800,69100
1529,165024,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.592782357,9390.0,35000,37900,38300,46300,46700,49300
1530,165033,0.0,0.0,0.0,0.0,1,0.628442438,6994.0,26400,32500,33200,31000,38500,42500
1532,165112,0.0,0.0,0.0,0.0,1,0.57102649,10732.0,30000,35600,42400,37400,44300,42600
1533,165167,0.0,0.0,0.0,0.0,1,0.742738589,742.0,31600,37700,50100,31900,44200,52200
1534,165194,0.0,0.0,0.0,0.0,1,0.592478895,2700.0,25800,31000,35800,32100,40600,39000
1536,165264,0.0,0.0,0.0,0.0,1,0.905387648,869.0,47400,61600,55800,52500,62400,63400
1537,165334,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.656084656,2205.0,38200,38300,38300,49200,54800,56800
1539,165529,0.0,0.0,Degree in Computer Science,0.0,1,0.613537118,2535.0,37100,45000,47300,43200,51000,54600
1540,165556,0.0,0.0,0.0,0.0,1,0.762498123,272.0,23600,32300,33200,27000,33500,36500
1541,165574,0.0,0.0,0.0,0.0,1,0.404205608,1260.0,25500,27900,30500,33100,41000,38500
1544,165644,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.564383562,693.0,35300,39100,41500,39000,45500,49900
1545,165662,0.0,0.0,0.0,0.0,1,0.614307932,3799.0,40200,35700,39300,53500,53400,49900
1546,165671,0.0,Degree in Math,0.0,0.0,1,0.756650246,1848.0,36200,37900,41400,50400,56900,54000
1547,165699,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.632200886,3197.0,40200,42700,46300,50800,54000,57600
1549,165802,0.0,0.0,Degree in Computer Science,0.0,1,0.693584071,1466.0,25700,37700,35600,34400,41200,45300
1550,165820,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.534308779,4040.0,35900,36500,39100,44100,46800,49300
1551,165866,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.598870057,3963.0,37900,37000,38800,48700,48100,49600
1552,165884,0.0,0.0,0.0,0.0,1,0.110714286,550.0,31400,34400,41900,44200,45300,51000
1553,165936,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.649762282,1573.0,31800,35700,37500,41500,45500,50100
1555,165981,0.0,0.0,0.0,0.0,1,0.618451025,1551.0,26000,31400,35500,34800,38500,37700
1556,166018,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.667808219,1264.0,24900,23700,25300,50300,37500,38400
1557,166027,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.501538462,7532.0,89100,94700,89400,135000,135600,150800
1561,166133,0.0,0.0,0.0,0.0,1,0.618307906,5059.0,25200,30800,33400,30900,38400,41200
1562,166391,0.0,Degree in Math,0.0,0.0,1,0.667400881,1696.0,32500,34600,38300,42700,45500,46900
1564,166452,0.0,Degree in Math,0.0,0.0,1,0.792857143,2074.0,30300,34800,34000,34200,41500,43500
1567,166513,Degree in Engineering,B.S. Math,Degree in Computer Science,0.0,1,0.434395849,13284.0,42300,45000,47900,53700,58200,58600
1570,166629,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.515474436,23010.0,40200,43400,46000,52500,54600,61300
1571,166638,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.569020416,12159.0,39300,44200,45300,49100,56700,58200
1572,166647,0.0,0.0,0.0,0.0,1,0.54551201,3736.0,31200,37700,36500,39900,47200,51600
1573,166656,0.0,0.0,0.0,0.0,1,0.770822281,3837.0,82000,80300,83400,110900,108900,101100
1574,166674,0.0,0.0,0.0,0.0,1,0.718703976,1812.0,29800,30200,32600,38800,39900,42800
1575,166683,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.371888726,4489.0,83500,95900,107600,132300,136200,172100
1580,166823,0.0,0.0,0.0,0.0,1,0.571597633,6035.0,28100,34500,33900,34600,40900,45800
1581,166850,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.530229746,3404.0,43500,39100,49100,62900,56300,63500
1583,166887,0.0,0.0,0.0,0.0,1,0.598884977,7183.0,30900,35500,38900,36100,41700,43100
1586,166948,0.0,0.0,0.0,0.0,1,0.705399061,1520.0,33600,33500,34600,43900,43300,43600
1587,166957,0.0,0.0,0.0,0.0,1,0.631463628,3410.0,27300,33900,37600,32300,39200,41400
1593,167251,0.0,0.0,Degree in Computer Science,0.0,1,0.575418994,620.0,30700,31500,35200,35400,42300,45100
1594,167260,0.0,Degree in Math,0.0,0.0,1,0.377622378,1308.0,36900,41300,40900,50200,51200,55900
1595,167288,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.636942675,1364.0,29200,29100,31500,33200,40600,39300
1597,167312,0.0,0.0,0.0,0.0,1,0.617182357,5514.0,28700,34300,33600,36100,41700,43300
1598,167358,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.541089566,13666.0,51100,57200,59800,72900,71900,75700
1599,167376,0.0,0.0,0.0,0.0,1,0.61584507,5133.0,27900,33000,36000,32400,41800,47800
1600,167394,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.772315653,1142.0,39700,46300,49100,43800,49600,52100
1603,167525,0.0,0.0,0.0,0.0,1,0.699530516,4634.0,34100,44600,50000,39500,48700,57800
1604,167534,0.0,0.0,0.0,0.0,1,0.570177572,6584.0,29500,35600,38100,34400,42200,45700
1605,167598,0.0,0.0,0.0,0.0,1,0.789634146,965.0,35200,39200,45100,61300,53700,55300
1608,167729,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.647092199,6776.0,36400,38800,42000,42100,48300,50100
1609,167738,0.0,0.0,0.0,0.0,1,0.852564103,104.0,21100,28600,31100,25200,33400,33400
1614,167899,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.598324022,2204.0,31100,42500,45400,38900,46300,56400
1615,167905,0.0,0.0,0.0,0.0,1,0.584986268,4837.0,26300,36900,39400,32200,40800,48000
1616,167987,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.508088676,6559.0,37700,40200,43000,47400,49700,54400
1617,167996,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.608608609,2494.0,48100,47000,52100,65500,63100,67900
1618,168005,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.600838379,4952.0,42500,43900,44000,58200,61700,59600
1620,168148,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.458241758,5492.0,62000,52100,56000,135600,97400,84800
1622,168227,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.205934718,4204.0,48400,55800,55100,64100,66300,68700
1623,168254,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.382724719,2723.0,43500,44600,48400,61500,55200,64000
1624,168263,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.558677098,5375.0,35500,35500,39100,44500,50200,49700
1625,168281,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.635792779,1678.0,41000,37800,37900,67400,49600,55500
1626,168290,0.0,Degree in Math,0.0,0.0,1,0.780361757,603.0,34400,28900,34000,30900,41100,38000
1627,168342,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.512359551,2033.0,43600,41700,61800,117600,78000,85800
1628,168421,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.364922207,4337.0,68600,66100,66000,76500,85200,85800
1629,168430,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.593091828,5035.0,40400,40000,41900,51700,49800,55000
1630,168528,0.0,Degree in Math,0.0,Degree in Science and Tech,3,0.422110553,1609.0,31800,33600,35000,36100,41200,46400
1631,168546,0.0,Degree in Math,0.0,0.0,3,0.495762712,1558.0,31400,39300,38100,50100,48200,61100
1634,168591,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.553468208,1392.0,33000,35600,38100,38600,47000,48300
1635,168607,0.0,0.0,0.0,0.0,3,0.471447543,1067.0,25100,31600,36300,31400,40600,44500
1636,168740,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.580270793,1439.0,30400,35300,39000,45600,47100,50200
1637,168786,0.0,Degree in Math,Degree in Computer Science,0.0,3,0.639669422,1434.0,29000,31600,33700,33700,40400,47200
1638,168847,Degree in Engineering,0.0,Degree in Computer Science,0.0,3,0.667029973,11431.0,22800,31800,35500,25800,36100,40700
1639,168883,0.0,0.0,0.0,0.0,3,0.585947302,1386.0,24700,29000,33000,29800,36400,42500
1642,169080,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.562759767,3656.0,31600,35500,41400,45700,45900,50500
1646,169248,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.592287234,17489.0,33000,38000,39200,40100,45700,49000
1647,169275,0.0,0.0,0.0,0.0,3,0.574749316,6290.0,21400,30300,34000,27700,35400,42300
1648,169284,0.0,0.0,0.0,0.0,3,0.940244455,263.0,15400,18800,19400,17600,21200,22300
1649,169327,0.0,0.0,Degree in Computer Science,0.0,3,0.611940299,519.0,33700,48100,55900,41200,59600,67900
1652,169442,0.0,0.0,0.0,0.0,3,0.565743945,1347.0,36800,36400,37600,46400,51000,52600
1653,169479,0.0,0.0,Degree in Computer Science,0.0,3,0.562619808,5030.0,27900,39900,45300,28300,39900,47700
1655,169521,0.0,0.0,0.0,0.0,3,0.569955038,7291.0,24900,32900,33700,29900,38200,43800
1658,169655,0.0,0.0,0.0,0.0,3,0.075757576,700.0,44000,48400,52100,40800,48500,49900
1659,169716,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.679580307,2674.0,41900,47600,50300,51500,53800,56100
1660,169734,0.0,0.0,0.0,0.0,3,0.803653973,358.0,19800,24600,26400,23000,28300,28300
1661,169761,0.0,0.0,0.0,0.0,3,0.803653973,109.0,19800,24600,26400,23000,28300,28300
1662,169798,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.610537751,16536.0,33000,35900,37300,40200,44000,46500
1664,169910,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.551179736,11549.0,35800,40500,43500,46000,48300,52800
1667,169983,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.190184049,1850.0,59700,63900,68600,74800,77100,80200
1668,169992,0.0,0.0,0.0,0.0,3,0.52631579,758.0,24100,31700,35000,29400,35600,32000
1670,170037,0.0,Degree in Math,0.0,0.0,3,0.652642934,1681.0,27300,38600,42800,30000,42900,44700
1671,170055,0.0,0.0,0.0,0.0,3,0.544441185,12597.0,23900,30100,33000,30500,36900,40400
1672,170082,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.611234901,21837.0,36000,37300,38600,44900,46000,48800
1674,170240,0.0,0.0,0.0,0.0,3,0.573967974,10935.0,25200,32700,37100,31600,39900,42600
1676,170301,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.589515331,3029.0,34800,39500,40000,55500,45800,52200
1677,170444,0.0,0.0,0.0,0.0,3,0.522727273,3962.0,24100,31400,35200,30600,36200,42100
1679,170541,0.0,0.0,0.0,0.0,3,0.540061633,6911.0,24500,32100,34400,31300,35900,46200
1680,170550,0.0,0.0,0.0,0.0,3,0.64164306,3497.0,24400,31300,37000,30200,37900,40700
1681,170587,0.0,0.0,0.0,0.0,3,0.594755662,1098.0,23300,28800,35300,27400,31300,38400
1684,170639,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.556390977,1912.0,31400,32200,35800,33000,45700,46700
1685,170657,0.0,0.0,0.0,0.0,3,0.534571176,11764.0,25100,33000,34900,32000,38700,44400
1686,170675,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.281493002,2191.0,40900,48300,52900,54700,58000,65200
1688,170790,0.0,0.0,0.0,0.0,3,0.591250408,16146.0,27100,33500,32600,33900,40600,40900
1689,170806,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,3,0.687229437,2291.0,35500,41900,44300,39700,45700,47800
1691,170967,0.0,0.0,0.0,0.0,3,0.662480377,987.0,31600,37100,37200,30300,41400,45600
1692,170976,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.534934841,29550.0,50700,56000,58100,75000,76700,82300
1694,171100,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.553479011,38770.0,43800,42400,47000,69300,58500,62900
1695,171128,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.277468354,5829.0,50300,50800,57200,63400,63500,69700
1696,171137,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.511645379,6961.0,39600,41400,44600,54300,54400,60500
1697,171146,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,3,0.653116531,5669.0,33100,38300,40500,41700,45800,46700
1698,171155,0.0,0.0,0.0,0.0,3,0.544420131,2913.0,23900,30800,33700,28600,33600,44100
